frame,key_pressed
0,none
1,none
2,none
3,none
4,none
5,none
6,none
7,none
8,UP
9,none
10,none
11,none
12,none
13,none
14,none
15,none
16,none
17,LEFT
18,none
19,none
20,none
21,none
22,none
23,none
24,none
25,none
26,none
27,none
28,none
29,none
30,none
31,none
32,none
33,none
34,none
35,none
36,none
37,none
38,none
39,none
40,none
41,none
42,none
43,UP
44,none
45,none
46,none
47,RIGHT
48,none
49,none
50,none
51,none
52,DOWN
53,none
54,none
55,LEFT
56,none
57,none
58,none
59,none
60,none
61,none
62,DOWN
63,none
64,none
65,RIGHT
66,none
67,none
68,none
69,none
70,none
71,DOWN
72,none
73,none
74,none
75,RIGHT
76,none
77,none
78,none
79,none
80,none
81,none
82,none
83,none
84,none
85,none
86,none
87,none
88,none
89,none
90,none
91,DOWN
92,none
93,none
94,none
95,none
96,none
97,none
98,RIGHT
99,none
100,UP
101,none
102,none
103,none
104,none
105,none
106,LEFT
107,none
108,none
109,none
110,none
111,none
112,none
113,none
114,none
115,none
116,none
117,none
118,none
119,none
120,none
121,none
122,none
123,none
124,none
125,none
126,UP
127,none
128,none
129,none
130,none
131,none
132,LEFT
133,none
134,UP
135,none
136,none
137,none
138,none
139,RIGHT
140,none
141,none
142,none
143,none
144,none
145,none
146,none
147,none
148,none
149,none
150,none
151,none
152,none
153,none
154,none
155,none
156,none
157,none
158,none
159,none
160,none
161,DOWN
162,none
163,none
164,none
165,none
166,none
167,none
168,none
169,none
170,none
171,none
172,none
173,none
174,none
175,none
176,none
177,none
178,RIGHT
179,none
180,none
181,none
182,none
183,none
184,none
185,none
186,DOWN
187,LEFT
188,none
189,none
190,none
191,none
192,none
193,none
194,none
195,none
196,none
197,none
198,none
199,none
200,UP
201,RIGHT
202,none
203,DOWN
204,LEFT
205,none
206,none
207,none
208,none
209,none
210,none
211,none
212,none
213,DOWN
214,RIGHT
215,none
216,none
217,none
218,none
219,none
220,none
221,none
222,none
223,none
224,none
225,none
226,none
227,none
228,none
229,none
230,none
231,none
232,none
233,UP
234,LEFT
235,none
