frame,key_pressed
0,none
1,none
2,none
3,none
4,none
5,none
6,none
7,none
8,none
9,none
10,none
11,DOWN
12,LEFT
13,none
14,none
15,none
16,none
17,none
18,UP
19,LEFT
20,none
21,none
22,none
23,none
24,none
25,none
26,none
27,UP
28,LEFT
29,none
30,none
31,none
32,none
33,none
34,none
35,none
36,none
37,none
38,none
39,none
40,none
41,DOWN
42,none
43,none
44,none
45,RIGHT
46,none
47,none
48,none
49,none
50,none
51,none
52,none
53,none
54,none
55,none
56,none
57,none
58,none
59,none
60,none
61,none
62,none
63,none
64,none
65,none
66,none
67,none
68,none
69,none
70,none
71,none
72,UP
73,none
74,none
75,none
76,none
77,LEFT
78,none
79,none
80,none
81,none
82,none
83,none
84,UP
85,RIGHT
86,none
87,none
88,none
89,none
90,none
91,DOWN
92,none
93,none
94,none
95,none
96,none
97,RIGHT
98,UP
99,none
100,none
101,none
102,none
103,none
104,RIGHT
105,none
106,DOWN
107,none
108,none
109,none
110,none
111,none
112,none
113,LEFT
114,UP
115,none
116,none
117,none
118,none
119,none
120,LEFT
121,none
122,none
123,none
124,DOWN
125,none
126,none
127,none
128,none
129,RIGHT
130,none
131,none
132,none
133,none
134,none
135,none
136,none
137,none
138,DOWN
139,none
140,none
141,none
142,none
143,none
144,none
145,none
146,none
147,none
148,none
