frame,key_pressed
0,none
1,UP
2,none
3,none
4,none
5,none
6,none
7,none
8,none
9,LEFT
10,none
11,none
12,none
13,none
14,none
15,none
16,none
17,none
18,none
19,DOWN
20,none
21,none
22,none
23,none
24,none
25,none
26,none
27,none
28,none
29,none
30,none
31,RIGHT
32,none
33,UP
34,none
35,none
36,LEFT
37,none
38,none
39,none
40,none
41,none
42,none
43,UP
44,none
45,none
46,none
47,none
48,none
49,none
50,none
51,none
52,none
53,none
54,none
55,none
56,RIGHT
57,none
58,none
59,none
60,none
61,none
62,none
63,none
64,none
65,none
66,UP
67,RIGHT
68,none
69,none
70,none
71,none
72,none
73,none
74,none
75,none
76,none
77,none
78,none
79,UP
80,LEFT
81,none
82,none
83,none
84,none
85,none
86,none
87,DOWN
88,none
89,none
90,LEFT
91,none
92,none
93,none
94,none
95,none
96,none
97,none
98,none
99,none
100,none
101,none
102,none
103,none
104,none
105,none
106,none
107,none
108,none
109,none
110,DOWN
111,none
112,none
113,none
114,none
115,none
116,none
117,none
118,none
119,none
120,none
121,none
122,none
123,none
124,none
125,none
126,none
127,none
128,none
129,none
130,none
131,none
132,none
133,none
134,RIGHT
135,none
136,none
137,none
138,none
139,none
140,none
141,none
142,none
143,none
144,none
145,none
146,none
147,none
148,none
149,none
150,none
151,none
152,none
153,none
154,none
155,none
156,none
157,none
158,none
159,none
160,none
161,none
162,UP
163,none
164,none
165,none
166,none
167,none
168,RIGHT
169,none
170,none
171,none
172,none
173,UP
174,none
175,none
176,none
177,none
178,LEFT
179,none
180,none
181,none
182,none
183,none
184,DOWN
185,none
186,none
187,RIGHT
188,none
189,none
190,DOWN
191,none
192,none
193,LEFT
194,none
195,none
196,none
197,none
198,none
199,UP
200,none
201,none
202,RIGHT
203,none
204,none
205,UP
206,none
207,none
208,LEFT
209,none
210,none
211,none
212,none
213,none
214,DOWN
215,none
216,LEFT
217,none
218,none
219,none
220,none
221,UP
222,none
223,none
224,none
225,none
226,none
227,none
228,none
229,none
230,none
231,none
232,none
233,RIGHT
234,none
235,none
236,none
237,DOWN
238,none
239,none
240,none
241,RIGHT
242,none
243,none
244,UP
245,none
246,none
247,none
248,none
249,LEFT
250,none
251,none
252,none
253,DOWN
254,none
255,none
256,none
257,LEFT
258,none
259,none
260,none
261,none
262,none
263,DOWN
264,none
265,none
266,none
267,none
268,RIGHT
269,none
270,none
271,none
272,none
273,DOWN
274,none
275,none
276,none
277,LEFT
278,none
279,none
280,none
281,none
282,none
283,none
284,none
285,UP
286,none
287,none
288,RIGHT
289,none
290,none
291,UP
292,none
293,RIGHT
294,none
295,none
296,UP
297,RIGHT
298,none
299,none
300,none
301,UP
302,none
303,RIGHT
304,none
305,none
306,UP
307,none
308,RIGHT
309,none
310,none
311,none
312,none
313,none
314,none
315,UP
316,none
317,LEFT
318,none
319,none
320,none
321,none
322,none
323,none
324,DOWN
325,none
326,none
327,LEFT
328,none
329,DOWN
330,none
331,LEFT
332,none
333,DOWN
334,none
335,LEFT
336,none
337,none
338,none
339,none
340,UP
341,none
342,none
343,none
344,none
345,none
346,RIGHT
347,none
348,none
349,none
350,DOWN
351,none
352,none
353,none
